TotalFile:87245	PakTime:2011-12-8 10:57:19	PakTimeSave:4ee0278f	CRC:66097dc7
Index	ID	Time	FileName	Size	InPakSize	ComprFlag	CRC
82727	f35c29fb	2006-12-9 20:3:8	\maps\特殊用地\端午节地图\v_091\082_region_s.dat	2100	131	4	185dd4b7
82728	f35db94c	2006-12-9 20:2:57	\maps\江南区\罗霄山\孽龙洞迷宫\v_095\107_region_s.dat	2173	173	4	8175a1eb
82729	f35e0b8e	2006-12-9 20:3:57	\maps\西南南区\翠烟门\翠烟\v_038\020_region_s.dat	2100	274	4	b12862ef
82730	f35e451a	2006-12-9 20:3:27	\maps\特殊用地\山谷战场\v_094\098_region_s.dat	2100	85	4	5933b8f8
82731	f35e5d3c	2006-12-9 20:3:26	\maps\特殊用地\任务用地\信使任务\山神庙\v_083\098_region_s.dat	2100	193	4	990180d8
82732	f35e7948	2006-12-9 20:3:7	\maps\特殊用地\城镇战场\v_122\102_region_s.dat	2100	60	4	2cc40589
82733	f35fa667	2011-6-1 10:38:33	\maps\特殊用地\yuegemigu\v_120\109_region_s.dat	2100	115	4	e350ccc8
82734	f360123f	2006-12-9 20:3:1	\maps\两湖区\神农架\燕子洞迷宫\v_105\091_region_s.dat	2100	122	4	7b1e7b13
82735	f360a2fa	2006-12-9 20:3:8	\maps\特殊用地\界桥战场\v_098\095_region_s.dat	2100	52	4	649d6ed5
82736	f360ab4f	2006-12-9 20:4:32	\maps\中原南区\稻香村\v_098\081_region_s.dat	2100	73	4	9694e29d
82737	f360b72f	2006-12-9 20:4:24	\maps\中原北区\少林派\少林派\v_082\081_region_s.dat	2173	185	4	64e03053
82738	f360f346	2006-12-9 20:2:49	\maps\东北区\长白山\长白山北麓\v_112\128_region_s.dat	2100	61	4	6fbfcf03
82739	f3611b34	2006-12-9 20:2:56	\maps\江南区\临安\临安\v_079\099_region_s.dat	2100	30	4	10694ed9
82740	f361d387	2006-12-9 20:3:8	\maps\特殊用地\界桥战场\v_084\084_region_s.dat	2100	64	4	d1e37918
82741	f3620f18	2006-12-9 20:3:47	\maps\西南北区\成都\成都\v_154\208_region_s.dat	2234	208	4	3ceb5ab2
82742	f364732d	2006-12-9 20:3:27	\maps\特殊用地\森林战场\v_099\085_region_s.dat	2100	46	4	1e901299
82743	f364cf9e	2006-12-9 20:3:53	\maps\西南北区\青城山\青城山\v_120\114_region_s.dat	2100	83	4	1b8c43cd
82744	f3652837	2006-12-9 20:3:6	\maps\两湖区\武陵山\武陵\v_093\083_region_s.dat	2100	196	4	3427298c
82745	f3652b4d	2006-12-9 20:3:9	\maps\特殊用地\任务用地\同伴教育任务\云中道\v_113\106_region_s.dat	2160	127	4	612c5eba
82746	f365ed02	2006-12-9 20:3:48	\maps\西南北区\峨嵋派\峨嵋派\v_150\163_region_s.dat	2173	194	4	352760bd
82747	f3662b73	2006-12-9 20:4:28	\maps\中原北区\天忍教\七杀洞迷宫\v_099\100_region_s.dat	2100	144	4	834c7adf
82748	f36663ff	2006-12-9 20:3:26	\maps\特殊用地\任务用地\信使任务\千宝库\v_095\097_region_s.dat	2100	146	4	a2c3e092
82749	f367a695	2006-12-9 20:2:58	\maps\江南区\西山屿\v_076\097_region_s.dat	2173	113	4	efdc1dec
82750	f367f0ab	2006-12-9 20:4:20	\maps\中原北区\汴京\汴京\v_075\103_region_s.dat	2356	264	4	4630fdd3
82751	f36913db	2009-1-26 0:30:21	\maps\特殊用地\chunfenggu\trap-ren\00000.ini	86	81	4	5bd9acf3
82752	f369f84e	2006-12-9 20:4:37	\maps\中原南区\蜀冈山\蜀冈山\v_079\115_region_s.dat	2100	113	4	31f95b48
82753	f369ff71	2006-12-9 20:3:29	\maps\西北北区\昆仑派\昆仑派\v_095\093_region_s.dat	2100	244	4	85140451
82754	f36b5bfa	2006-12-9 20:2:58	\maps\江南区\雁荡山\雁荡山\v_092\066_region_s.dat	2295	184	4	c2de9393
82755	f36b87f0	2006-12-9 20:2:56	\maps\东北区\长白山\长白山脚\v_087\088_region_s.dat	2173	103	4	2fdb4aea
82756	f36bead7	2006-12-9 20:3:56	\maps\西南北区\唐门\唐门\v_169\245_region_s.dat	2100	99	4	3dc38aa3
82757	f36c1bf6	2006-12-9 20:3:8	\maps\特殊用地\界桥战场\v_093\092_region_s.dat	2100	170	4	fc0a7915
82758	f36caef5	2006-12-9 20:2:57	\maps\江南区\武夷山\武夷山\v_089\116_region_s.dat	2100	100	4	59744a96
82759	f36cfc09	2006-12-9 20:4:1	\maps\西南南区\大理\千寻塔一层\v_093\102_region_s.dat	2173	248	4	fa31b4f8
82760	f36e3ec9	2006-12-9 20:2:57	\maps\江南区\临安\临安\v_109\083_region_s.dat	2295	253	4	c6c95be1
82761	f36fd631	2006-12-9 20:4:42	\maps\中原南区\扬州\v_093\112_region_s.dat	2100	185	4	bdbd3f74
82762	f3706d81	2007-5-17 2:40:22	\maps\特殊用地\武林第一帮\v_082\116_region_s.dat	2100	156	4	e98f000d
82763	f370b22b	2006-12-9 20:3:26	\maps\特殊用地\任务用地\信使任务\山神庙\v_088\080_region_s.dat	2100	115	4	bca389f3
82764	f3711824	2006-12-9 20:2:57	\maps\江南区\罗霄山\孽龙洞迷宫\v_109\131_region_s.dat	2100	113	4	87ebe493
82765	f3714494	2010-5-19 9:24:19	\maps\特殊用地\qichengdazhan\chengduzhanchang\v_116\097_region_s.dat	2100	23	4	b4a2b6fb
82766	f372a70c	2006-12-9 20:3:47	\maps\西南北区\长江源头\雁石洞迷宫\v_095\107_region_s.dat	2173	230	4	eaf0605
82767	f3730a62	2006-12-9 20:4:0	\maps\西南南区\大理\千寻塔二层\v_097\094_region_s.dat	2173	149	4	138cd75f
82768	f3745dfa	2006-12-9 20:4:27	\maps\中原北区\少林派\少林派\v_103\117_region_s.dat	2173	206	4	c8ae69b9
82769	f3755dd9	2006-12-9 20:3:56	\maps\西南北区\唐门\唐门\v_175\233_region_s.dat	2234	193	4	708cb1a9
82770	f3761ca0	2006-12-9 20:3:27	\maps\特殊用地\森林战场\v_094\084_region_s.dat	2100	105	4	4ae202cc
82771	f376f135	2011-6-1 10:38:9	\maps\特殊用地\yuegemigu\v_105\142_region_s.dat	2100	195	4	501a1f46
82772	f377b63c	2006-12-9 20:3:59	\maps\西南南区\大理\map_dalijiejing\v_099\102_region_s.dat	2100	127	4	dfeac1fe
82773	f377b9a4	2006-12-9 20:2:56	\maps\东北区\漠北草原\v_096\082_region_s.dat	2100	92	4	193f05e3
82774	f378cc9e	2011-6-1 10:38:4	\maps\特殊用地\yuegemigu\v_101\124_region_s.dat	2100	245	4	e4f62254
82775	f37aea6f	2006-12-9 20:3:43	\maps\西北南区\剑阁西北\金光洞迷宫\v_091\094_region_s.dat	2100	58	4	b82c92ff
82776	f37af0a1	2006-12-9 20:4:38	\maps\中原南区\武当派\井底迷宫\v_095\106_region_s.dat	2234	167	4	be514bb9
82777	f37c7140	2006-12-9 20:4:21	\maps\中原北区\汴京\汴京\v_102\117_region_s.dat	2356	209	4	4cd2348f
82778	f37cd47b	2010-12-27 17:20:35	\maps\特殊用地\jianzhong\v_109\121_region_s.dat	2100	110	4	872488b9
82779	f37ec1b2	2006-12-9 20:3:29	\maps\西北北区\昆仑派\快活林迷宫\v_101\096_region_s.dat	2100	224	4	51e33239
82780	f3802c7d	2006-12-9 20:4:37	\maps\中原南区\蜀冈山\蜀冈山\v_095\131_region_s.dat	2100	111	4	21174a3a
82781	f3804a0a	2010-5-19 10:4:24	\maps\特殊用地\qichengdazhan\yangzhouzhanchang\v_111\121_region_s.dat	2100	261	4	1a153808
82782	f380e77d	2006-12-9 20:3:47	\maps\西北南区\永乐镇\v_110\108_region_s.dat	2234	133	4	35ef80c
82783	f381476e	2006-12-9 20:3:42	\maps\西北南区\华山派\华山派\v_097\084_region_s.dat	2100	106	4	47bec48e
82784	f381a585	2010-5-19 10:2:57	\maps\特殊用地\qichengdazhan\yangzhouzhanchang\v_099\108_region_s.dat	2100	197	4	3dbfe5b9
82785	f381c497	2006-12-9 20:4:32	\maps\中原南区\稻香村\v_105\113_region_s.dat	2356	155	4	a0d4b661
82786	f381cd4f	2006-12-9 20:3:49	\maps\西南北区\峨嵋派\峨嵋派\v_169\139_region_s.dat	2100	137	4	72b259dc
82787	f3833d92	2011-6-1 10:38:16	\maps\特殊用地\yuegemigu\v_110\134_region_s.dat	2100	211	4	33df3bf1
82788	f3845c22	2006-12-9 20:3:45	\maps\西北南区\永乐镇\v_088\090_region_s.dat	2295	197	4	c289396b
82789	f38520a4	2006-12-9 20:3:6	\maps\两湖区\武陵山\武陵\v_094\086_region_s.dat	2100	128	4	422941d5
82790	f3854a4e	2006-12-9 20:3:8	\maps\特殊用地\界桥战场\v_072\089_region_s.dat	2100	131	4	731dd0c6
82791	f3861263	2006-12-9 20:4:24	\maps\中原北区\少林派\少林派\v_083\084_region_s.dat	2254	189	4	9cf908cf
82792	f3861627	2006-12-9 20:3:49	\maps\西南北区\峨嵋派\峨嵋派\v_168\165_region_s.dat	2100	106	4	2cf95f9e
82793	f386522f	2006-12-9 20:2:57	\maps\江南区\罗霄山\罗霄山\v_090\105_region_s.dat	2100	202	4	49124cab
82794	f38731ab	2011-6-27 18:6:0	\maps\特殊用地\yandibaozangzhunbeiditu\v_119\130_region_s.dat	2100	74	4	211ce709
82795	f389f790	2010-5-19 9:23:5	\maps\特殊用地\qichengdazhan\chengduzhanchang\v_101\106_region_s.dat	2100	108	4	ccfc118a
82796	f38a4f8f	2006-12-9 20:3:53	\maps\西南北区\青城山\青城山\v_138\163_region_s.dat	2173	214	4	10c8b778
82797	f38accde	2011-6-1 10:38:6	\maps\特殊用地\yuegemigu\v_104\104_region_s.dat	2100	73	4	c979a07
82798	f38b8df2	2006-12-9 20:4:21	\maps\中原北区\汴京\汴京\v_108\087_region_s.dat	2417	185	4	931bd29
82799	f38bae4b	2010-5-19 9:56:54	\maps\特殊用地\qichengdazhan\linanzhanchang\v_099\113_region_s.dat	2100	131	4	7ffd9bcd
82800	f38c106c	2006-12-9 20:4:33	\maps\中原南区\丐帮\地下迷宫三层\v_092\100_region_s.dat	2100	33	4	e5d0250b
82801	f38c6612	2006-12-9 20:3:35	\maps\西北北区\莫高窟\v_093\118_region_s.dat	2234	81	4	59f807a6
82802	f38e7ea3	2006-12-9 20:2:57	\maps\江南区\武夷山\武夷山\v_081\071_region_s.dat	2100	193	4	ef13f27e
82803	f390deb9	2011-6-1 10:38:50	\maps\特殊用地\yuegemigu\v_130\137_region_s.dat	2100	213	4	405f6c8b
82804	f3918cd8	2006-12-9 20:3:57	\maps\西南南区\翠烟门\翠烟\v_026\040_region_s.dat	2295	238	4	c71358b3
82805	f3923fa3	2006-12-9 20:4:34	\maps\中原南区\丐帮\丐帮\v_091\096_region_s.dat	2100	159	4	c2eba803
82806	f392498d	2006-12-9 20:3:43	\maps\西北南区\剑阁西北\金光洞迷宫\v_090\102_region_s.dat	2100	124	4	84ae402e
82807	f39283ed	2006-12-9 20:3:27	\maps\特殊用地\卫国战争\烽火连城新地图\v_082\124_region_s.dat	2100	125	4	5c0e6091
82808	f392b21c	2006-12-9 20:4:3	\maps\西南南区\石鼓镇\v_089\102_region_s.dat	2295	177	4	27e75d37
82809	f392f08c	2006-12-9 20:3:57	\maps\西南南区\翠烟门\翠烟\v_032\038_region_s.dat	2197	235	4	76d37d61
82810	f3938c53	2011-6-1 10:38:47	\maps\特殊用地\yuegemigu\v_129\113_region_s.dat	2100	241	4	7da68a4c
82811	f3944c20	2006-12-9 20:4:31	\maps\中原北区\朱仙镇\v_091\092_region_s.dat	2539	206	4	5ad0f2d4
82812	f394f615	2006-12-9 20:3:48	\maps\西南北区\成都\成都\v_165\201_region_s.dat	2100	140	4	28246ce8
82813	f39636b4	2011-6-1 10:38:16	\maps\特殊用地\yuegemigu\v_111\102_region_s.dat	2100	195	4	501a1f46
82814	f396862e	2006-12-9 20:4:22	\maps\中原北区\风陵渡\v_091\080_region_s.dat	2100	233	4	554b86e
82815	f396e2a4	2006-12-9 20:3:29	\maps\西北北区\昆仑派\见性峰山洞\v_088\100_region_s.dat	2100	83	4	59dce696
82816	f3970022	2006-12-9 20:3:9	\maps\特殊用地\任务用地\同伴剧情任务\百花谷\v_089\089_region_s.dat	2100	120	4	b318374d
82817	f397ca52	2006-12-9 20:3:7	\maps\特殊用地\帮会专用\扬州\v_102\099_region_s.dat	2100	76	4	564e4db1
82818	f3984ad4	2006-12-9 20:3:50	\maps\西南北区\剑阁西南\v_135\201_region_s.dat	2100	128	4	e05cd16c
82819	f399a19f	2006-12-9 20:2:57	\maps\江南区\临安\临安\v_109\102_region_s.dat	2100	103	4	535ec2d8
82820	f39a01cd	2006-12-9 20:3:36	\maps\西北北区\沙漠迷宫\沙漠山洞1\v_096\087_region_s.dat	2100	24	4	5471463b
82821	f39b1782	2006-12-9 20:3:47	\maps\西南北区\长江源头\长江源头\v_185\138_region_s.dat	2173	137	4	812fdca2
82822	f39b2806	2006-12-9 20:3:28	\maps\特殊用地\营寨战场\v_081\083_region_s.dat	2100	109	4	f512d1af
82823	f39b3fdf	2006-12-9 20:2:56	\maps\东北区\漠北草原\v_092\085_region_s.dat	2100	30	4	ffc836bf
82824	f39b4f7e	2006-12-9 20:3:26	\maps\特殊用地\任务用地\信使任务\千宝库\v_093\080_region_s.dat	2100	204	4	62921fca
82825	f39bff90	2006-12-9 20:3:39	\maps\西北南区\华山\华山\v_123\147_region_s.dat	2295	290	4	f05c0bff
82826	f39c9747	2006-12-9 20:3:28	\maps\特殊用地\营寨战场\v_082\098_region_s.dat	2100	104	4	101d5819
82827	f39c9e3f	2006-12-9 20:4:36	\maps\中原南区\蜀冈山\荐菊洞密宫\v_093\105_region_s.dat	2100	130	4	1499e44f
82828	f39d24d6	2006-12-9 20:4:32	\maps\中原南区\稻香村\v_102\101_region_s.dat	2224	226	4	9522c53c
82829	f39da319	2006-12-9 20:3:47	\maps\西南北区\长江源头\雁石洞迷宫\v_101\116_region_s.dat	2234	253	4	6c5f508
82830	f39dba9a	2006-12-9 20:4:38	\maps\中原南区\武当派\火狼洞迷宫\v_096\108_region_s.dat	2234	293	4	22b260d2
82831	f39dbe46	2006-12-9 20:4:3	\maps\西南南区\点苍山\凤眼洞迷宫\v_094\090_region_s.dat	2100	97	4	b985fa54
82832	f39defbb	2011-6-1 10:38:47	\maps\特殊用地\yuegemigu\v_129\117_region_s.dat	2100	183	4	905e5440
82833	f39f6056	2006-12-9 20:4:28	\maps\中原北区\宋金战场\v_118\076_region_s.dat	2524	289	4	a903718f
82834	f3a042c2	2006-12-9 20:3:28	\maps\特殊用地\营寨战场\v_081\090_region_s.dat	2100	49	4	f6f63e39
82835	f3a17714	2006-12-9 20:3:43	\maps\西北南区\剑阁西北\金光洞迷宫\v_095\093_region_s.dat	2100	60	4	66411c61
82836	f3a1b072	2006-12-9 20:4:33	\maps\中原南区\伏牛山\鸡冠洞迷宫\v_091\105_region_s.dat	2100	152	4	5725b4b9
82837	f3a20c65	2006-12-9 20:4:32	\maps\中原南区\稻香村\v_089\113_region_s.dat	2234	168	4	cdfc6f92
82838	f3a23011	2006-12-9 20:3:8	\maps\特殊用地\界桥战场\v_094\095_region_s.dat	2100	117	4	10b2b275
82839	f3a2aca0	2006-12-9 20:4:32	\maps\中原南区\稻香村\v_098\113_region_s.dat	2100	93	4	dd1bc4f5
82840	f3a3cbb3	2006-12-9 20:4:36	\maps\中原南区\蜀冈山\荐菊洞密宫\v_098\096_region_s.dat	2173	201	4	3cfda89f
82841	f3a3e60d	2006-12-9 20:2:58	\maps\江南区\雁荡山\雁荡山\v_098\044_region_s.dat	2173	198	4	90663e05
82842	f3a63c96	2006-12-9 20:2:57	\maps\江南区\龙泉\v_104\099_region_s.dat	2100	134	4	ae71fd0b
82843	f3a6a725	2006-12-9 20:2:56	\maps\东北区\长白山\长白山北麓\v_127\127_region_s.dat	2100	72	4	22e674f5
82844	f3a80339	2006-12-9 20:2:57	\maps\江南区\罗霄山\罗霄山\v_087\108_region_s.dat	2295	141	4	4c81ea21
82845	f3a88342	2008-9-28 0:32:54	\maps\特殊用地\古城战场\v_115\103_region_s.dat	2100	74	4	b3143b5e
82846	f3a93ff8	2006-12-9 20:2:56	\maps\东北区\长白山\长白山脚\v_075\072_region_s.dat	2234	92	4	ba734390
82847	f3aa2e59	2006-12-9 20:3:39	\maps\西北南区\凤翔\v_103\079_region_s.dat	2173	181	4	41c33e41
82848	f3ab031c	2008-8-21 15:24:58	\maps\特殊用地\箭塔战场\v_103\132_region_s.dat	2100	38	4	7cd689e2
82849	f3ab0792	2006-12-9 20:3:27	\maps\特殊用地\山谷战场\v_092\074_region_s.dat	2100	155	4	62322c40
82850	f3ac2a1e	2008-8-21 15:25:22	\maps\特殊用地\箭塔战场\v_111\125_region_s.dat	2100	148	4	688ce429
82851	f3ac54d4	2006-12-9 20:4:27	\maps\中原北区\少林派\少林派\v_103\109_region_s.dat	2234	80	4	6a22db3f
82852	f3ac984c	2006-12-9 20:3:7	\maps\特殊用地\帮会专用\大理\v_103\096_region_s.dat	2100	95	4	5fde2d82
82853	f3acab9b	2006-12-9 20:4:33	\maps\中原南区\丐帮\地下迷宫三层\v_098\091_region_s.dat	2234	229	4	519bc311
82854	f3acb545	2006-12-9 20:3:9	\maps\特殊用地\任务用地\同伴教育任务\云中道\v_114\101_region_s.dat	2100	167	4	fa94145c
82855	f3ad21b8	2006-12-9 20:3:6	\maps\两湖区\武陵山\武陵\v_087\108_region_s.dat	2100	187	4	365fa59c
82856	f3ae4c8f	2006-12-9 20:4:31	\maps\中原北区\朱仙镇\v_092\097_region_s.dat	2234	92	4	53554c7b
82857	f3aecc0a	2006-12-9 20:3:57	\maps\西南北区\唐门\唐门\v_181\228_region_s.dat	2234	131	4	3aa4415
82858	f3b015c8	2007-5-17 2:40:22	\maps\特殊用地\武林第一帮\v_084\110_region_s.dat	2100	103	4	8b47ee2e
82859	f3b102ca	2006-12-9 20:3:48	\maps\西南北区\成都\成都\v_165\211_region_s.dat	2173	207	4	5dcc320c
82860	f3b18ba6	2006-12-9 20:3:57	\maps\西南北区\唐门\唐门\v_183\225_region_s.dat	2100	91	4	20aaa83c
82861	f3b1a2fb	2006-12-9 20:3:8	\maps\特殊用地\界桥战场\v_099\098_region_s.dat	2100	93	4	75d106a1
82862	f3b39576	2006-12-9 20:2:57	\maps\江南区\罗霄山\罗霄山\v_087\122_region_s.dat	2173	166	4	434ce8fc
82863	f3b3ccf3	2006-12-9 20:4:39	\maps\中原南区\襄阳\襄阳\v_099\092_region_s.dat	2100	112	4	b778f9bc
82864	f3b3f370	2006-12-9 20:3:47	\maps\西南北区\成都\成都\v_154\185_region_s.dat	2100	124	4	49b7849a
82865	f3b4d38f	2006-12-9 20:2:57	\maps\江南区\罗霄山\孽龙洞迷宫\v_100\124_region_s.dat	2100	55	4	135d35a2
82866	f3b5e794	2006-12-9 20:3:27	\maps\特殊用地\山谷战场\v_088\092_region_s.dat	2100	106	4	d1f17cca
82867	f3b678ef	2006-12-9 20:3:59	\maps\西南南区\大理\大理府\v_093\088_region_s.dat	2417	227	4	c43c0ab8
82868	f3b6c564	2006-12-9 20:4:21	\maps\中原北区\汴京\汴京\v_107\103_region_s.dat	2100	219	4	73c7a396
82869	f3b732ba	2006-12-9 20:2:57	\maps\江南区\五毒教\五毒\v_094\078_region_s.dat	2100	38	4	ddf0b273
82870	f3b77ceb	2006-12-9 20:3:39	\maps\西北南区\华山\v_106\152_region_s.dat	2100	91	4	19cc5b45
82871	f3b7efba	2008-7-3 12:22:4	\maps\特殊用地\金石山战场\v_116\117_region_s.dat	2100	122	4	42b782e2
82872	f3b8afc2	2006-12-9 20:3:26	\maps\特殊用地\任务用地\信使任务\山神庙\v_088\092_region_s.dat	2100	155	4	90b8ca7
82873	f3b8e48d	2011-6-1 10:38:8	\maps\特殊用地\yuegemigu\v_105\112_region_s.dat	2100	83	4	106f0213
82874	f3b9b92a	2006-12-9 20:4:33	\maps\中原南区\伏牛山\伏牛山东\v_112\109_region_s.dat	2258	303	4	8077ce1f
82875	f3ba03be	2006-12-9 20:2:56	\maps\东北区\长白山\长白山北麓\v_128\098_region_s.dat	2100	97	4	397a33af
82876	f3ba76b0	2007-5-17 2:40:22	\maps\特殊用地\武林第一帮\v_076\121_region_s.dat	2100	93	4	ad7a9dbe
82877	f3ba85c5	2006-12-9 20:4:19	\maps\西南南区\天龙寺\天龙寺\v_099\095_region_s.dat	2100	40	4	8df3d698
82878	f3ba87f4	2010-12-27 17:20:32	\maps\特殊用地\jianzhong\v_100\114_region_s.dat	2100	60	4	5359d9fc
82879	f3bb138e	2006-12-9 20:3:37	\maps\西北北区\药王谷\雪豹洞五层\v_100\100_region_s.dat	2234	113	4	59931b76
82880	f3bb7bfd	2006-12-9 20:3:0	\maps\两湖区\神农架\燕子洞迷宫\v_102\105_region_s.dat	2173	182	4	2321d53e
82881	f3bc2fb4	2006-12-9 20:4:22	\maps\中原北区\风陵渡\v_095\074_region_s.dat	2295	126	4	ee7b548a
82882	f3bc98ef	2006-12-9 20:3:29	\maps\西北北区\昆仑派\昆仑派\v_098\090_region_s.dat	2100	265	4	eb31b2ef
82883	f3be83c7	2006-12-9 20:2:56	\maps\东北区\长白山\长白山南\v_087\092_region_s.dat	2173	123	4	de2c9e76
82884	f3beb515	2010-5-19 9:24:0	\maps\特殊用地\qichengdazhan\chengduzhanchang\v_112\105_region_s.dat	2100	23	4	f12a0b56
82885	f3bec360	2006-12-9 20:3:29	\maps\西北北区\昆仑派\昆仑派\v_104\090_region_s.dat	2417	219	4	a742dab1
82886	f3bf34aa	2006-12-9 20:3:7	\maps\特殊用地\城镇战场\v_097\122_region_s.dat	2100	41	4	4c02aa43
82887	f3bfa30a	2006-12-9 20:3:36	\maps\西北北区\沙漠迷宫\沙漠山洞3\v_095\097_region_s.dat	2417	318	4	3275e02b
82888	f3bfb5e9	2006-12-9 20:4:42	\maps\中原南区\扬州\v_089\114_region_s.dat	2100	112	4	c354e7e2
82889	f3bfc23f	2006-12-9 20:2:57	\maps\江南区\临安\临安\v_104\099_region_s.dat	2100	162	4	bd0391ea
82890	f3bfd9c8	2006-12-9 20:3:36	\maps\西北北区\沙漠迷宫\沙漠山洞1\v_106\087_region_s.dat	2356	295	4	fcc25b5a
82891	f3c2b661	2010-5-19 9:57:8	\maps\特殊用地\qichengdazhan\linanzhanchang\v_102\107_region_s.dat	2100	164	4	a1b4f486
82892	f3c449c1	2006-12-9 20:4:33	\maps\中原南区\丐帮\地下迷宫三层\v_098\090_region_s.dat	2100	62	4	3ade2f51
82893	f3c51594	2006-12-9 20:3:36	\maps\西北北区\药王谷\雪豹洞六层\v_098\099_region_s.dat	2173	186	4	6cc67bf3
82894	f3c6c827	2006-12-9 20:3:6	\maps\两湖区\天王帮\天王帮\v_094\106_region_s.dat	2100	133	4	1842bf31
82895	f3c7fc2c	2006-12-9 20:3:27	\maps\特殊用地\卫国战争\烽火连城新地图\v_093\143_region_s.dat	2100	163	4	8f62877c
82896	f3c8839f	2006-12-9 20:4:23	\maps\中原北区\剑阁中原\v_089\105_region_s.dat	2100	79	4	234173c7
82897	f3c8fc3e	2006-12-9 20:3:6	\maps\两湖区\武陵山\武陵\v_088\096_region_s.dat	2100	179	4	4e2e24e8
82898	f3c9080d	2006-12-9 20:2:58	\maps\江南区\雁荡山\雁荡山\v_099\072_region_s.dat	2100	29	4	5f42439c
82899	f3cac5a8	2006-12-9 20:2:57	\maps\江南区\龙泉\v_099\109_region_s.dat	2173	70	4	288ce0e1
82900	f3cb2f95	2006-12-9 20:4:22	\maps\中原北区\风陵渡\v_090\100_region_s.dat	2100	223	4	46dda287
82901	f3cb8647	2006-12-9 20:2:58	\maps\江南区\武夷山\玉华洞迷宫\v_101\102_region_s.dat	2173	177	4	a12c9619
82902	f3cc30dd	2006-12-9 20:4:19	\maps\西南南区\天龙寺\天龙寺\v_101\077_region_s.dat	2100	63	4	ace1a4e7
82903	f3cd74cc	2006-12-9 20:4:41	\maps\中原南区\襄阳\襄阳\v_107\091_region_s.dat	2356	136	4	81b1c600
82904	f3cdbe1d	2006-12-9 20:4:32	\maps\中原南区\伏牛山\伏牛山东\v_100\100_region_s.dat	2100	231	4	c10a8c6c
82905	f3ce2c60	2006-12-9 20:3:42	\maps\西北南区\华山派\华山派\v_100\084_region_s.dat	2100	148	4	f0c7aefa
82906	f3ce61d4	2006-12-9 20:3:28	\maps\西北北区\黄河源头\留仙洞六层\v_104\093_region_s.dat	2100	26	4	b6589c92
82907	f3ce7d67	2011-6-1 10:38:44	\maps\特殊用地\yuegemigu\v_127\150_region_s.dat	2100	117	4	f1df7cf2
82908	f3ceb9b7	2006-12-9 20:3:2	\maps\两湖区\神农架\燕子洞迷宫\v_108\096_region_s.dat	2100	128	4	cdd109ae
82909	f3cefff7	2011-8-10 10:14:16	\maps\特殊用地\yuegedao\v_096\093_region_s.dat	2100	140	4	6e671afd
82910	f3d1b954	2006-12-9 20:4:19	\maps\西南南区\天龙寺\天龙寺\v_087\090_region_s.dat	2100	58	4	fb2bc19
82911	f3d33fc7	2006-12-9 20:3:59	\maps\西南南区\翠烟门\禁地迷宫\v_097\102_region_s.dat	2100	154	4	eb80185f
82912	f3d48106	2006-12-9 20:3:7	\maps\特殊用地\帮会专用\汴京\v_099\098_region_s.dat	2100	220	4	ab80e27f
82913	f3d4a170	2010-6-13 10:19:22	\maps\特殊用地\qichengdazhan\dalizhanchang\v_110\112_region_s.dat	2100	139	4	97fdd30b
82914	f3d53904	2006-12-9 20:3:57	\maps\西南南区\翠烟门\翠烟\v_023\026_region_s.dat	2100	33	4	416a2306
82915	f3d55b1f	2006-12-9 20:3:8	\maps\特殊用地\端午节地图\v_083\099_region_s.dat	2100	69	4	6dae7a1a
82916	f3d63403	2006-12-9 20:3:54	\maps\西南北区\青城山\响水洞迷宫\v_105\126_region_s.dat	2173	228	4	2a900113
82917	f3d68524	2010-5-26 9:14:15	\maps\特殊用地\qichengdazhan\fengxiangzhanchang\v_099\107_region_s.dat	2100	135	4	57650c87
82918	f3d75e05	2006-12-9 20:3:8	\maps\特殊用地\端午节地图\v_086\095_region_s.dat	2100	45	4	c1d09b0e
82919	f3d8b248	2010-6-13 10:19:14	\maps\特殊用地\qichengdazhan\dalizhanchang\v_109\102_region_s.dat	2100	115	4	902a1e17
82920	f3d8e0f9	2011-6-27 18:6:24	\maps\特殊用地\yandibaozangzhunbeiditu\v_125\118_region_s.dat	2100	96	4	b2f82040
82921	f3d98429	2006-12-9 20:3:48	\maps\西南北区\峨嵋派\峨嵋派\v_150\148_region_s.dat	2100	59	4	aaf7b466
82922	f3d9a979	2006-12-9 20:3:8	\maps\特殊用地\梦境\v_094\099_region_s.dat	2234	124	4	d0e4fe2f
82923	f3dc2008	2006-12-9 20:3:30	\maps\西北北区\龙门镇\v_140\121_region_s.dat	2429	311	4	264653ec
82924	f3dc5194	2006-12-9 20:2:57	\maps\江南区\清溪洞迷宫\v_091\101_region_s.dat	2295	198	4	3e5b718b
82925	f3dd780d	2006-12-9 20:2:57	\maps\江南区\罗霄山\罗霄山\v_086\128_region_s.dat	2234	235	4	ba91304f
82926	f3ddec54	2006-12-9 20:3:39	\maps\西北南区\华山\华山\v_115\163_region_s.dat	2100	106	4	a5aa7f2
82927	f3de0da3	2006-12-9 20:3:39	\maps\西北南区\凤翔\v_109\102_region_s.dat	2100	100	4	705c3bc0
82928	f3dec0ad	2006-12-9 20:3:57	\maps\西南南区\翠烟门\翠烟\v_044\033_region_s.dat	125	46	4	6ca42b05
82929	f3dec72d	2006-12-9 20:2:56	\maps\东北区\长白山\长白山脚\v_072\089_region_s.dat	2234	91	4	2ed05124
